month,lat,lng,pct_cloudy_days
Oct,43.25,-113.25,56.5
Oct,43.75,-113.25,59.650000000000006
Oct,44.25,-113.25,62.2
Oct,44.75,-113.25,62.849999999999994
Oct,45.25,-113.25,64.94999999999999
Oct,45.75,-113.25,66.5
Oct,46.25,-113.25,68.2
Oct,46.75,-113.25,69.9
Oct,47.25,-113.25,69.55
Oct,47.75,-113.25,69.15
Oct,48.25,-113.25,67.5
Oct,48.75,-113.25,65.8
Oct,49.25,-113.25,62.95
Sep,26.75,-113.25,41.7
Sep,27.25,-113.25,41.15
Sep,27.75,-113.25,42.150000000000006
Sep,28.25,-113.25,41.55
Sep,28.75,-113.25,39.8
Sep,29.25,-113.25,40.25
Sep,30.75,-113.25,36.2
Sep,31.25,-113.25,30.85
Sep,31.75,-113.25,29.35
Sep,32.25,-113.25,28.05
Sep,32.75,-113.25,25.55
Sep,33.25,-113.25,25.549999999999997
Sep,33.75,-113.25,26.8
Sep,34.25,-113.25,26.75
Sep,34.75,-113.25,29.0
Sep,35.25,-113.25,27.35
Sep,35.75,-113.25,26.7
Sep,36.25,-113.25,28.45
Sep,36.75,-113.25,29.05
Sep,37.25,-113.25,30.15
Sep,37.75,-113.25,31.35
Sep,38.25,-113.25,32.599999999999994
Sep,38.75,-113.25,32.65
Sep,39.25,-113.25,33.75
Sep,39.75,-113.25,33.5
Sep,40.25,-113.25,34.55
Sep,40.75,-113.25,35.75
Sep,41.25,-113.25,37.349999999999994
Sep,41.75,-113.25,38.95
Sep,42.25,-113.25,41.0
Sep,42.75,-113.25,41.849999999999994
Sep,43.25,-113.25,45.650000000000006
Sep,43.75,-113.25,47.75
Sep,44.25,-113.25,51.95
Sep,44.75,-113.25,54.55
Sep,45.25,-113.25,55.9
Sep,45.75,-113.25,57.75
Sep,46.25,-113.25,60.05
Sep,46.75,-113.25,61.1
Sep,47.25,-113.25,62.400000000000006
Sep,47.75,-113.25,64.0
Sep,48.25,-113.25,64.15
Sep,48.75,-113.25,63.050000000000004
Sep,49.25,-113.25,61.8
Apr,26.25,-112.75,35.0
Apr,26.75,-112.75,34.5
Apr,27.25,-112.75,35.5
Apr,27.75,-112.75,35.650000000000006
Apr,28.25,-112.75,37.5
Apr,28.75,-112.75,37.0
Apr,29.75,-112.75,38.4
Apr,30.25,-112.75,36.150000000000006
Apr,30.75,-112.75,34.95
Apr,31.25,-112.75,35.0
Apr,31.75,-112.75,33.95
Apr,32.25,-112.75,34.3
Apr,32.75,-112.75,34.65
Apr,33.25,-112.75,36.099999999999994
Apr,33.75,-112.75,36.4
Apr,34.25,-112.75,39.05
Apr,34.75,-112.75,41.55
Apr,35.25,-112.75,43.8
Apr,35.75,-112.75,45.95
Apr,36.25,-112.75,48.0
Apr,36.75,-112.75,50.2
Apr,37.25,-112.75,53.7
Apr,37.75,-112.75,56.25
Apr,38.25,-112.75,58.95
Apr,38.75,-112.75,60.35
Apr,39.25,-112.75,62.949999999999996
Apr,39.75,-112.75,65.65
Apr,40.25,-112.75,67.05
Apr,40.75,-112.75,68.45
Apr,41.25,-112.75,69.85
Apr,41.75,-112.75,71.19999999999999
Apr,42.25,-112.75,72.80000000000001
Apr,42.75,-112.75,73.25
Apr,43.25,-112.75,74.65
Apr,43.75,-112.75,75.05
Apr,44.25,-112.75,77.6
Apr,44.75,-112.75,78.75
Apr,45.25,-112.75,79.1
Apr,45.75,-112.75,79.6
Apr,46.25,-112.75,79.94999999999999
Apr,46.75,-112.75,80.05000000000001
Apr,47.25,-112.75,79.9
Apr,47.75,-112.75,77.05000000000001
Apr,48.25,-112.75,75.2
Apr,48.75,-112.75,72.05
Apr,49.25,-112.75,67.94999999999999
Aug,26.25,-112.75,52.2
Aug,26.75,-112.75,51.2
Aug,27.25,-112.75,50.05
Aug,27.75,-112.75,47.55
Aug,28.25,-112.75,44.900000000000006
Aug,28.75,-112.75,43.95
Aug,29.75,-112.75,44.9
Aug,30.25,-112.75,43.55
Aug,30.75,-112.75,40.599999999999994
Aug,31.25,-112.75,40.25
Aug,31.75,-112.75,38.849999999999994
Aug,32.25,-112.75,36.25
Aug,32.75,-112.75,35.0
Aug,33.25,-112.75,35.0
Aug,33.75,-112.75,34.95
Aug,34.25,-112.75,36.1
Aug,34.75,-112.75,37.1
Aug,35.25,-112.75,36.55
Aug,35.75,-112.75,36.9
Aug,36.25,-112.75,35.95
Aug,36.75,-112.75,35.25
Aug,37.25,-112.75,37.45
Aug,37.75,-112.75,38.5
Aug,38.25,-112.75,38.25
Aug,38.75,-112.75,36.65
Aug,39.25,-112.75,36.2
Aug,39.75,-112.75,35.75
Aug,40.25,-112.75,36.599999999999994
Aug,40.75,-112.75,35.55
Aug,41.25,-112.75,35.95
Aug,41.75,-112.75,37.7
Aug,42.25,-112.75,39.599999999999994
Aug,42.75,-112.75,40.45
Aug,43.25,-112.75,41.5
Aug,43.75,-112.75,43.05
Aug,44.25,-112.75,46.8
Aug,44.75,-112.75,48.55
Aug,45.25,-112.75,46.2
Aug,45.75,-112.75,48.95
Aug,46.25,-112.75,48.15
Aug,46.75,-112.75,48.5
Aug,47.25,-112.75,51.1
Aug,47.75,-112.75,50.65
Aug,48.25,-112.75,49.150000000000006
Aug,48.75,-112.75,47.3
Aug,49.25,-112.75,45.85
Dec,26.25,-112.75,49.8
Dec,26.75,-112.75,47.25
Dec,27.25,-112.75,47.099999999999994
Dec,27.75,-112.75,46.8
Dec,28.25,-112.75,47.6
Dec,28.75,-112.75,47.099999999999994
Dec,29.75,-112.75,46.900000000000006
Dec,30.25,-112.75,46.2
Dec,30.75,-112.75,46.8
Dec,31.25,-112.75,46.95
Dec,31.75,-112.75,46.8
Dec,32.25,-112.75,46.6
Dec,32.75,-112.75,47.75
Dec,33.25,-112.75,47.75
Dec,33.75,-112.75,47.9
Dec,34.25,-112.75,49.45
Dec,34.75,-112.75,50.8
Dec,35.25,-112.75,52.25
Dec,35.75,-112.75,53.45
Dec,36.25,-112.75,54.5
Dec,36.75,-112.75,56.75
Dec,37.25,-112.75,57.6
Dec,37.75,-112.75,60.0
Dec,38.25,-112.75,62.65
Dec,38.75,-112.75,65.15
Dec,39.25,-112.75,68.75
Dec,39.75,-112.75,71.1
Dec,40.25,-112.75,73.3
Dec,40.75,-112.75,75.44999999999999
Dec,41.25,-112.75,77.69999999999999
Dec,41.75,-112.75,78.65
Dec,42.25,-112.75,78.45
Dec,42.75,-112.75,79.4
Dec,43.25,-112.75,79.7
Dec,43.75,-112.75,79.25
Dec,44.25,-112.75,77.8
Dec,44.75,-112.75,77.3
Dec,45.25,-112.75,78.45
Dec,45.75,-112.75,78.4
Dec,46.25,-112.75,78.35
Dec,46.75,-112.75,78.4
Dec,47.25,-112.75,77.1
Dec,47.75,-112.75,75.9
Dec,48.25,-112.75,74.69999999999999
Dec,48.75,-112.75,73.35
Dec,49.25,-112.75,72.1
Feb,26.25,-112.75,54.4
Feb,26.75,-112.75,50.0
Feb,27.25,-112.75,47.75
Feb,27.75,-112.75,44.95
Feb,28.25,-112.75,47.55
Feb,28.75,-112.75,47.099999999999994
Feb,29.75,-112.75,50.15
Feb,30.25,-112.75,48.5
Feb,30.75,-112.75,50.0
Feb,31.25,-112.75,49.8
Feb,31.75,-112.75,49.5
Feb,32.25,-112.75,50.7
Feb,32.75,-112.75,50.7
Feb,33.25,-112.75,51.95
Feb,33.75,-112.75,53.15
Feb,34.25,-112.75,54.45
Feb,34.75,-112.75,55.45
Feb,35.25,-112.75,56.5
Feb,35.75,-112.75,58.65
Feb,36.25,-112.75,59.349999999999994
Feb,36.75,-112.75,60.400000000000006
Feb,37.25,-112.75,62.65
Feb,37.75,-112.75,65.35
Feb,38.25,-112.75,67.25
Feb,38.75,-112.75,70.19999999999999
Feb,39.25,-112.75,72.9
Feb,39.75,-112.75,74.19999999999999
Feb,40.25,-112.75,76.30000000000001
Feb,40.75,-112.75,77.1
Feb,41.25,-112.75,78.1
Feb,41.75,-112.75,79.1
Feb,42.25,-112.75,78.95
Feb,42.75,-112.75,79.95
Feb,43.25,-112.75,80.3
Feb,43.75,-112.75,80.1
Feb,44.25,-112.75,81.1
Feb,44.75,-112.75,79.85
Feb,45.25,-112.75,79.85
Feb,45.75,-112.75,80.94999999999999
Feb,46.25,-112.75,80.80000000000001
Feb,46.75,-112.75,79.25
Feb,47.25,-112.75,78.65
Feb,47.75,-112.75,76.9
Feb,48.25,-112.75,73.4
Feb,48.75,-112.75,70.05
Feb,49.25,-112.75,68.25
Jan,26.25,-112.75,49.45
Jan,26.75,-112.75,45.8
Jan,27.25,-112.75,44.3
Jan,27.75,-112.75,42.3
Jan,28.25,-112.75,43.9
Jan,28.75,-112.75,43.05
Jan,29.75,-112.75,43.099999999999994
Jan,30.25,-112.75,41.650000000000006
Jan,30.75,-112.75,41.55
Jan,31.25,-112.75,42.75
Jan,31.75,-112.75,41.6
Jan,32.25,-112.75,43.150000000000006
Jan,32.75,-112.75,43.6
Jan,33.25,-112.75,44.150000000000006
Jan,33.75,-112.75,46.0
Jan,34.25,-112.75,46.45
Jan,34.75,-112.75,48.05
Jan,35.25,-112.75,49.55
Jan,35.75,-112.75,50.900000000000006
Jan,36.25,-112.75,53.45
Jan,36.75,-112.75,54.7
Jan,37.25,-112.75,57.25
Jan,37.75,-112.75,58.6
Jan,38.25,-112.75,61.2
Jan,38.75,-112.75,64.9
Jan,39.25,-112.75,67.19999999999999
Jan,39.75,-112.75,70.75
Jan,40.25,-112.75,72.9
Jan,40.75,-112.75,75.05
Jan,41.25,-112.75,76.1
Jan,41.75,-112.75,77.2
Jan,42.25,-112.75,78.25
Jan,42.75,-112.75,79.55
Jan,43.25,-112.75,79.1
Jan,43.75,-112.75,79.0
Jan,44.25,-112.75,79.0
Jan,44.75,-112.75,78.8
Jan,45.25,-112.75,78.94999999999999
Jan,45.75,-112.75,79.05
Jan,46.25,-112.75,79.9
Jan,46.75,-112.75,80.05
Jan,47.25,-112.75,78.85
Jan,47.75,-112.75,77.45
Jan,48.25,-112.75,76.0
Jan,48.75,-112.75,73.30000000000001
Jan,49.25,-112.75,70.65
Jul,26.25,-112.75,52.099999999999994
Jul,26.75,-112.75,52.95
Jul,27.25,-112.75,52.45
Jul,27.75,-112.75,49.5
Jul,28.25,-112.75,48.3
Jul,28.75,-112.75,47.5
Jul,29.75,-112.75,47.55
Jul,30.25,-112.75,46.55
Jul,30.75,-112.75,45.099999999999994
Jul,31.25,-112.75,43.7
Jul,31.75,-112.75,43.45
Jul,32.25,-112.75,40.8
Jul,32.75,-112.75,38.05
Jul,33.25,-112.75,37.55
Jul,33.75,-112.75,36.8
Jul,34.25,-112.75,37.5
Jul,34.75,-112.75,37.3
Jul,35.25,-112.75,38.400000000000006
Jul,35.75,-112.75,38.099999999999994
Jul,36.25,-112.75,36.55
Jul,36.75,-112.75,37.7
Jul,37.25,-112.75,38.95
Jul,37.75,-112.75,40.3
Jul,38.25,-112.75,40.5
Jul,38.75,-112.75,38.5
Jul,39.25,-112.75,37.6
Jul,39.75,-112.75,39.15
Jul,40.25,-112.75,39.3
Jul,40.75,-112.75,38.1
Jul,41.25,-112.75,37.0
Jul,41.75,-112.75,37.1
Jul,42.25,-112.75,39.75
Jul,42.75,-112.75,38.55
Jul,43.25,-112.75,38.45
Jul,43.75,-112.75,39.35
Jul,44.25,-112.75,44.1
Jul,44.75,-112.75,44.5
Jul,45.25,-112.75,41.95
Jul,45.75,-112.75,44.05
Jul,46.25,-112.75,42.8
Jul,46.75,-112.75,42.7
Jul,47.25,-112.75,45.099999999999994
Jul,47.75,-112.75,45.0
Jul,48.25,-112.75,44.8
Jul,48.75,-112.75,43.35
Jul,49.25,-112.75,42.2
Jun,26.25,-112.75,42.55
Jun,26.75,-112.75,41.75
Jun,27.25,-112.75,40.8
Jun,27.75,-112.75,36.0
Jun,28.25,-112.75,35.8
Jun,28.75,-112.75,33.5
Jun,29.75,-112.75,33.05
Jun,30.25,-112.75,29.45
Jun,30.75,-112.75,27.9
Jun,31.25,-112.75,25.1
Jun,31.75,-112.75,24.95
Jun,32.25,-112.75,22.4
Jun,32.75,-112.75,21.200000000000003
Jun,33.25,-112.75,21.05
Jun,33.75,-112.75,20.75
Jun,34.25,-112.75,24.15
Jun,34.75,-112.75,25.15
Jun,35.25,-112.75,27.3
Jun,35.75,-112.75,29.0
Jun,36.25,-112.75,28.35
Jun,36.75,-112.75,30.3
Jun,37.25,-112.75,33.8
Jun,37.75,-112.75,36.25
Jun,38.25,-112.75,37.55
Jun,38.75,-112.75,37.65
Jun,39.25,-112.75,38.95
Jun,39.75,-112.75,41.55
Jun,40.25,-112.75,42.900000000000006
Jun,40.75,-112.75,44.3
Jun,41.25,-112.75,44.75
Jun,41.75,-112.75,47.7
Jun,42.25,-112.75,50.7
Jun,42.75,-112.75,51.5
Jun,43.25,-112.75,53.9
Jun,43.75,-112.75,56.75
Jun,44.25,-112.75,61.75
Jun,44.75,-112.75,63.9
Jun,45.25,-112.75,62.85
Jun,45.75,-112.75,65.35
Jun,46.25,-112.75,64.4
Jun,46.75,-112.75,64.55000000000001
Jun,47.25,-112.75,66.80000000000001
Jun,47.75,-112.75,65.15
Jun,48.25,-112.75,63.699999999999996
Jun,48.75,-112.75,60.85
Jun,49.25,-112.75,59.35
Mar,26.25,-112.75,46.0
Mar,26.75,-112.75,45.05
Mar,27.25,-112.75,43.849999999999994
Mar,27.75,-112.75,42.55
Mar,28.25,-112.75,43.45
Mar,28.75,-112.75,43.8
Mar,29.75,-112.75,46.3
Mar,30.25,-112.75,44.349999999999994
Mar,30.75,-112.75,44.55
Mar,31.25,-112.75,45.65
Mar,31.75,-112.75,45.65
Mar,32.25,-112.75,44.7
Mar,32.75,-112.75,45.0
Mar,33.25,-112.75,45.35
Mar,33.75,-112.75,46.9
Mar,34.25,-112.75,48.4
Mar,34.75,-112.75,51.1
Mar,35.25,-112.75,52.45
Mar,35.75,-112.75,55.0
Mar,36.25,-112.75,56.4
Mar,36.75,-112.75,59.15
Mar,37.25,-112.75,61.8
Mar,37.75,-112.75,63.65
Mar,38.25,-112.75,67.1
Mar,38.75,-112.75,69.2
Mar,39.25,-112.75,72.1
Mar,39.75,-112.75,73.69999999999999
Mar,40.25,-112.75,74.75
Mar,40.75,-112.75,75.75
Mar,41.25,-112.75,76.75
Mar,41.75,-112.75,77.65
Mar,42.25,-112.75,78.8
Mar,42.75,-112.75,78.15
Mar,43.25,-112.75,77.85
Mar,43.75,-112.75,77.05
Mar,44.25,-112.75,79.0
Mar,44.75,-112.75,77.25
Mar,45.25,-112.75,76.9
Mar,45.75,-112.75,78.05000000000001
Mar,46.25,-112.75,77.55000000000001
Mar,46.75,-112.75,75.95
Mar,47.25,-112.75,75.65
Mar,47.75,-112.75,74.1
Mar,48.25,-112.75,72.6
Mar,48.75,-112.75,68.55
Mar,49.25,-112.75,67.05
May,26.25,-112.75,31.3
May,26.75,-112.75,34.85
May,27.25,-112.75,34.8
May,27.75,-112.75,35.3
May,28.25,-112.75,35.099999999999994
May,28.75,-112.75,35.3
May,29.75,-112.75,36.900000000000006
May,30.25,-112.75,35.65
May,30.75,-112.75,35.099999999999994
May,31.25,-112.75,34.05
May,31.75,-112.75,34.25
May,32.25,-112.75,33.2
May,32.75,-112.75,32.05
May,33.25,-112.75,33.5
May,33.75,-112.75,34.7
May,34.25,-112.75,37.15
May,34.75,-112.75,40.900000000000006
May,35.25,-112.75,43.3
May,35.75,-112.75,45.5
May,36.25,-112.75,46.1
May,36.75,-112.75,47.85
May,37.25,-112.75,51.05
May,37.75,-112.75,55.05
May,38.25,-112.75,57.65
May,38.75,-112.75,57.599999999999994
May,39.25,-112.75,58.85
May,39.75,-112.75,61.25
May,40.25,-112.75,63.55
May,40.75,-112.75,63.3
May,41.25,-112.75,64.25
May,41.75,-112.75,65.35
May,42.25,-112.75,67.8
May,42.75,-112.75,67.65
May,43.25,-112.75,67.1
May,43.75,-112.75,67.69999999999999
May,44.25,-112.75,71.2
May,44.75,-112.75,71.45
May,45.25,-112.75,70.2
May,45.75,-112.75,70.75
May,46.25,-112.75,70.45
May,46.75,-112.75,71.75
May,47.25,-112.75,69.95
May,47.75,-112.75,68.30000000000001
May,48.25,-112.75,66.30000000000001
May,48.75,-112.75,62.1
May,49.25,-112.75,59.2
Nov,26.25,-112.75,41.45
Nov,26.75,-112.75,41.5
Nov,27.25,-112.75,41.3
Nov,27.75,-112.75,40.599999999999994
Nov,28.25,-112.75,39.25
Nov,28.75,-112.75,37.75
Nov,29.75,-112.75,38.7
Nov,30.25,-112.75,37.0
Nov,30.75,-112.75,36.2
Nov,31.25,-112.75,35.45
Nov,31.75,-112.75,35.0
Nov,32.25,-112.75,34.75
Nov,32.75,-112.75,34.7
Nov,33.25,-112.75,36.1
Nov,33.75,-112.75,36.45
Nov,34.25,-112.75,39.2
Nov,34.75,-112.75,40.55
Nov,35.25,-112.75,43.0
Nov,35.75,-112.75,43.75
Nov,36.25,-112.75,45.65
Nov,36.75,-112.75,47.650000000000006
Nov,37.25,-112.75,49.900000000000006
Nov,37.75,-112.75,52.150000000000006
Nov,38.25,-112.75,54.2
Nov,38.75,-112.75,54.95
Nov,39.25,-112.75,56.95
Nov,39.75,-112.75,58.8
Nov,40.25,-112.75,60.75
Nov,40.75,-112.75,63.0
Nov,41.25,-112.75,64.45
Nov,41.75,-112.75,65.95
Nov,42.25,-112.75,68.85
Nov,42.75,-112.75,70.85
Nov,43.25,-112.75,71.94999999999999
Nov,43.75,-112.75,72.45
Nov,44.25,-112.75,73.85
Nov,44.75,-112.75,73.55000000000001
Nov,45.25,-112.75,73.8
Nov,45.75,-112.75,75.7
Nov,46.25,-112.75,77.1
Nov,46.75,-112.75,77.7
Nov,47.25,-112.75,77.05000000000001
Nov,47.75,-112.75,75.75
Nov,48.25,-112.75,74.25
Nov,48.75,-112.75,71.80000000000001
Nov,49.25,-112.75,69.19999999999999
Oct,26.25,-112.75,35.95
Oct,26.75,-112.75,35.75
Oct,27.25,-112.75,35.6
Oct,27.75,-112.75,34.5
Oct,28.25,-112.75,33.75
Oct,28.75,-112.75,35.5
Oct,29.75,-112.75,38.0
Oct,30.25,-112.75,37.0
Oct,30.75,-112.75,35.45
Oct,31.25,-112.75,34.85
Oct,31.75,-112.75,34.35
Oct,32.25,-112.75,32.7
Oct,32.75,-112.75,31.349999999999998
Oct,33.25,-112.75,32.5
Oct,33.75,-112.75,32.7
Oct,34.25,-112.75,34.25
Oct,34.75,-112.75,35.45
Oct,35.25,-112.75,36.55
Oct,35.75,-112.75,38.45
Oct,36.25,-112.75,37.6
Oct,36.75,-112.75,37.9
Oct,37.25,-112.75,39.75
Oct,37.75,-112.75,42.5
Oct,38.25,-112.75,43.650000000000006
Oct,38.75,-112.75,43.45
Oct,39.25,-112.75,44.349999999999994
Oct,39.75,-112.75,46.599999999999994
Oct,40.25,-112.75,47.650000000000006
Oct,40.75,-112.75,47.7
Oct,41.25,-112.75,49.15
Oct,41.75,-112.75,50.7
Oct,42.25,-112.75,53.75
Oct,42.75,-112.75,54.55
Oct,43.25,-112.75,56.75
Oct,43.75,-112.75,58.45
Oct,44.25,-112.75,62.2
Oct,44.75,-112.75,62.9
Oct,45.25,-112.75,64.5
Oct,45.75,-112.75,66.35
Oct,46.25,-112.75,68.19999999999999
Oct,46.75,-112.75,68.44999999999999
Oct,47.25,-112.75,69.65
Oct,47.75,-112.75,68.0
Oct,48.25,-112.75,66.4
Oct,48.75,-112.75,64.65
Oct,49.25,-112.75,63.050000000000004
Sep,26.25,-112.75,40.25
Sep,26.75,-112.75,42.2
Sep,27.25,-112.75,41.95
Sep,27.75,-112.75,41.95
Sep,28.25,-112.75,40.05
Sep,28.75,-112.75,39.7
Sep,29.75,-112.75,39.7
Sep,30.25,-112.75,37.0
Sep,30.75,-112.75,33.8
Sep,31.25,-112.75,31.9
Sep,31.75,-112.75,30.35
Sep,32.25,-112.75,28.9
Sep,32.75,-112.75,26.4
Sep,33.25,-112.75,26.35
Sep,33.75,-112.75,26.35
Sep,34.25,-112.75,27.65
Sep,34.75,-112.75,28.75
Sep,35.25,-112.75,29.650000000000002
Sep,35.75,-112.75,28.85
Sep,36.25,-112.75,28.05
Sep,36.75,-112.75,28.65
Sep,37.25,-112.75,30.85
Sep,37.75,-112.75,32.0
Sep,38.25,-112.75,33.1
Sep,38.75,-112.75,33.0
Sep,39.25,-112.75,32.900000000000006
Sep,39.75,-112.75,34.1
Sep,40.25,-112.75,35.1
Sep,40.75,-112.75,35.25
Sep,41.25,-112.75,36.95
Sep,41.75,-112.75,38.599999999999994
Sep,42.25,-112.75,41.7
Sep,42.75,-112.75,42.9
Sep,43.25,-112.75,45.7
Sep,43.75,-112.75,47.7
Sep,44.25,-112.75,51.900000000000006
Sep,44.75,-112.75,54.45
Sep,45.25,-112.75,53.8
Sep,45.75,-112.75,57.55
Sep,46.25,-112.75,60.050000000000004
Sep,46.75,-112.75,60.699999999999996
Sep,47.25,-112.75,63.9
Sep,47.75,-112.75,63.9
Sep,48.25,-112.75,64.1
Sep,48.75,-112.75,62.9
Sep,49.25,-112.75,61.65
Apr,24.75,-112.25,37.55
Apr,25.25,-112.25,37.7
Apr,25.75,-112.25,37.85
Apr,26.25,-112.25,34.3
Apr,26.75,-112.25,35.1
Apr,27.25,-112.25,35.05
Apr,27.75,-112.25,36.5
Apr,28.75,-112.25,36.7
Apr,29.25,-112.25,36.650000000000006
Apr,29.75,-112.25,37.0
Apr,30.25,-112.25,37.150000000000006
Apr,30.75,-112.25,35.95
Apr,31.25,-112.25,36.05
Apr,31.75,-112.25,34.95
Apr,32.25,-112.25,34.05
Apr,32.75,-112.25,35.55
Apr,33.25,-112.25,35.849999999999994
Apr,33.75,-112.25,37.5
Apr,34.25,-112.25,41.4
Apr,34.75,-112.25,42.8
Apr,35.25,-112.25,46.3
Apr,35.75,-112.25,47.05
Apr,36.25,-112.25,47.8
Apr,36.75,-112.25,51.1
Apr,37.25,-112.25,53.2
Apr,37.75,-112.25,55.6
Apr,38.25,-112.25,59.45
Apr,38.75,-112.25,60.9
Apr,39.25,-112.25,62.3
Apr,39.75,-112.25,65.05
Apr,40.25,-112.25,67.65
Apr,40.75,-112.25,67.9
Apr,41.25,-112.25,69.35
Apr,41.75,-112.25,70.65
Apr,42.25,-112.25,72.35
Apr,42.75,-112.25,73.80000000000001
Apr,43.25,-112.25,74.44999999999999
Apr,43.75,-112.25,74.65
Apr,44.25,-112.25,77.19999999999999
Apr,44.75,-112.25,78.6
Apr,45.25,-112.25,77.75
Apr,45.75,-112.25,79.65
Apr,46.25,-112.25,79.9
Apr,46.75,-112.25,78.65
Apr,47.25,-112.25,78.5
Apr,47.75,-112.25,75.85
Apr,48.25,-112.25,73.85
Apr,48.75,-112.25,70.7
Apr,49.25,-112.25,66.45
Aug,24.75,-112.25,57.7
Aug,25.25,-112.25,56.7
Aug,25.75,-112.25,55.45
Aug,26.25,-112.25,54.3
Aug,26.75,-112.25,54.5
Aug,27.25,-112.25,49.2
Aug,27.75,-112.25,47.75
Aug,28.75,-112.25,43.85
Aug,29.25,-112.25,45.75
Aug,29.75,-112.25,44.95
Aug,30.25,-112.25,44.7
Aug,30.75,-112.25,42.8
Aug,31.25,-112.25,42.3
Aug,31.75,-112.25,40.95
Aug,32.25,-112.25,38.4
Aug,32.75,-112.25,36.05
Aug,33.25,-112.25,36.0
Aug,33.75,-112.25,34.35
Aug,34.25,-112.25,36.9
Aug,34.75,-112.25,36.849999999999994
Aug,35.25,-112.25,40.2
Aug,35.75,-112.25,37.95
Aug,36.25,-112.25,36.849999999999994
Aug,36.75,-112.25,37.45
Aug,37.25,-112.25,38.349999999999994
Aug,37.75,-112.25,39.45
Aug,38.25,-112.25,40.3
Aug,38.75,-112.25,39.9
Aug,39.25,-112.25,36.849999999999994
Aug,39.75,-112.25,37.650000000000006
Aug,40.25,-112.25,37.45
Aug,40.75,-112.25,35.15
Aug,41.25,-112.25,35.7
Aug,41.75,-112.25,37.349999999999994
Aug,42.25,-112.25,39.55
Aug,42.75,-112.25,41.75
Aug,43.25,-112.25,41.599999999999994
Aug,43.75,-112.25,42.95
Aug,44.25,-112.25,45.4
Aug,44.75,-112.25,48.55
Aug,45.25,-112.25,46.2
Aug,45.75,-112.25,47.65
Aug,46.25,-112.25,49.3
Aug,46.75,-112.25,48.45
Aug,47.25,-112.25,48.95
Aug,47.75,-112.25,48.75
Aug,48.25,-112.25,46.900000000000006
Aug,48.75,-112.25,46.05
Aug,49.25,-112.25,44.5
Dec,24.75,-112.25,49.7
Dec,25.25,-112.25,49.8
Dec,25.75,-112.25,49.900000000000006
Dec,26.25,-112.25,48.599999999999994
Dec,26.75,-112.25,47.35
Dec,27.25,-112.25,47.4
Dec,27.75,-112.25,48.55
Dec,28.75,-112.25,47.8
Dec,29.25,-112.25,46.05
Dec,29.75,-112.25,47.599999999999994
Dec,30.25,-112.25,48.7
Dec,30.75,-112.25,49.4
Dec,31.25,-112.25,49.55
Dec,31.75,-112.25,49.15
Dec,32.25,-112.25,48.75
Dec,32.75,-112.25,48.349999999999994
Dec,33.25,-112.25,49.400000000000006
Dec,33.75,-112.25,49.3
Dec,34.25,-112.25,50.55
Dec,34.75,-112.25,52.05
Dec,35.25,-112.25,53.5
Dec,35.75,-112.25,54.75
Dec,36.25,-112.25,55.6
Dec,36.75,-112.25,56.349999999999994
Dec,37.25,-112.25,58.15
Dec,37.75,-112.25,60.55
Dec,38.25,-112.25,61.95
Dec,38.75,-112.25,64.45
Dec,39.25,-112.25,68.35
Dec,39.75,-112.25,70.75
Dec,40.25,-112.25,74.2
Dec,40.75,-112.25,76.45
Dec,41.25,-112.25,77.44999999999999
Dec,41.75,-112.25,77.25
Dec,42.25,-112.25,78.25
Dec,42.75,-112.25,77.75
Dec,43.25,-112.25,78.3
Dec,43.75,-112.25,78.05
Dec,44.25,-112.25,77.8
Dec,44.75,-112.25,76.0
Dec,45.25,-112.25,77.25
Dec,45.75,-112.25,77.19999999999999
Dec,46.25,-112.25,77.2
Dec,46.75,-112.25,77.2
Dec,47.25,-112.25,77.15
Dec,47.75,-112.25,75.9
Dec,48.25,-112.25,74.69999999999999
Dec,48.75,-112.25,73.44999999999999
Dec,49.25,-112.25,70.85
Feb,24.75,-112.25,55.3
Feb,25.25,-112.25,55.5
Feb,25.75,-112.25,55.45
Feb,26.25,-112.25,53.35
Feb,26.75,-112.25,51.5
Feb,27.25,-112.25,48.75
Feb,27.75,-112.25,48.15
Feb,28.75,-112.25,47.75
Feb,29.25,-112.25,46.85
Feb,29.75,-112.25,48.400000000000006
Feb,30.25,-112.25,50.5
Feb,30.75,-112.25,50.5
Feb,31.25,-112.25,51.35
Feb,31.75,-112.25,51.0
Feb,32.25,-112.25,50.7
Feb,32.75,-112.25,51.95
Feb,33.25,-112.25,53.05
Feb,33.75,-112.25,52.75
Feb,34.25,-112.25,55.35
Feb,34.75,-112.25,56.65
Feb,35.25,-112.25,57.8
Feb,35.75,-112.25,58.8
Feb,36.25,-112.25,59.35
Feb,36.75,-112.25,61.2
Feb,37.25,-112.25,61.8
Feb,37.75,-112.25,64.4
Feb,38.25,-112.25,66.3
Feb,38.75,-112.25,69.3
Feb,39.25,-112.25,72.4
Feb,39.75,-112.25,73.9
Feb,40.25,-112.25,76.05
Feb,40.75,-112.25,76.85
Feb,41.25,-112.25,77.9
Feb,41.75,-112.25,78.80000000000001
Feb,42.25,-112.25,78.9
Feb,42.75,-112.25,79.5
Feb,43.25,-112.25,78.85
Feb,43.75,-112.25,79.65
Feb,44.25,-112.25,79.3
Feb,44.75,-112.25,79.75
Feb,45.25,-112.25,79.8
Feb,45.75,-112.25,79.65
Feb,46.25,-112.25,79.5
