GEOID10,dni
33469,5.34000015
33470,5.064
33471,5.43360003
33472,5.184
33476,5.327999999999999
33477,5.4
33478,5.064
33483,5.4
33487,5.376
33493,5.24000015
33496,5.136
33498,5.16
33511,5.424000299999999
33513,5.389714285714286
33514,5.416000033333333
33523,5.279999928571429
33525,5.341090954545455
33527,5.392
33534,5.664000499999999
33538,5.345999975
33540,5.327999999999999
33541,5.303999999999999
33542,5.303999999999999
33543,5.3039999
33544,5.3519998
33545,5.327999999999999
33547,5.448000053846154
33548,5.448
33549,5.376
33556,5.460000000000001
33558,5.4
33559,5.4
33563,5.44800015
33565,5.42400005
33566,5.432000033333334
33567,5.432000033333334
33569,5.376
33570,5.616
33572,5.664000499999999
33573,5.52
33576,5.40000015
33578,5.6400003
33579,5.45400015
33584,5.3519998
33592,5.334
33594,5.424000299999999
33596,5.448
33597,5.26080004
33598,5.509090936363635
33603,5.52
33604,5.472
33606,5.544
33609,5.664000499999999
33610,5.376
33611,5.688
33613,5.4960003
33614,5.4960003
33616,5.592000000000001
33617,5.4
33618,5.4960003
33619,5.4600003
33621,5.7599998
33624,5.448
33626,5.448
33634,5.52
33647,5.3519998
33701,5.544
33703,5.568
33706,5.5919998
33708,5.856
33709,5.8799996
33710,5.616000000000001
33714,5.7359996
33715,5.712000000000001
33716,5.664000499999999
33756,5.904
33759,5.41200025
33763,5.7359996
33765,5.8079996
33767,5.784
33773,5.832000000000001
33774,5.856
33776,5.7359996
33777,5.784
33782,5.688
33801,5.532000000000001
33803,5.424000299999999
33805,5.424
33809,5.316000125
33810,5.472000049999999
33811,5.4
33815,5.544
33823,5.6160000000000005
33825,5.4120000375
33827,5.416000199999999
33830,5.45760006
33834,5.4338824117647055
33837,5.568
33839,5.424000299999999
33841,5.4328422526315805
33843,5.463000075
33844,5.413333400000001
33848,5.327999999999999
33849,5.288000133333333
33850,5.48400015
33852,5.417000000000001
33857,5.372571435714286
33859,5.472
33860,5.43840006
33865,5.424000163636364
33868,5.317090881818182
33870,5.376
33872,5.472
33873,5.421000075
33875,5.384000033333333
33876,5.351999933333333
33880,5.432
33881,5.6400003
33884,5.52
33890,5.435077015384615
33896,5.184
33897,5.37600006
33898,5.356571461904763
33901,5.66400015
33903,5.58
33904,5.16
33905,5.467200060000001
33907,5.904
33908,5.544
33909,5.675999800000001
33912,5.712000000000001
33913,5.4419999500000005
33914,5.544
33916,5.472
33917,5.4400001
33919,5.904
33920,5.430000150000001
33921,5.6400003
33922,5.632000266666666
33924,5.6460002000000005
33928,5.466000075
33930,5.404800070000001
33931,5.664000499999999
33935,5.385103396551727
33936,5.392
33944,5.41920024
33946,5.687999933333334
33947,5.7599998
33948,5.568
33950,5.664000000000001
33952,5.52
33953,5.472
33955,5.62559984
33956,5.604000000000001
33957,5.856
33960,5.36894115882353
33966,5.327999999999999
33971,5.472
33972,5.327999999999999
33974,5.412000000000001
33980,5.544
33981,5.72400025
33982,5.448000081578948
33983,5.52
33990,5.568
33991,5.648000100000001
33993,5.63039988
34101,5.424000299999999
34103,5.7359996
34108,5.712000000000001
34109,5.616000000000001
34110,5.712000000000001
34112,5.616
34113,5.64
34114,5.421999995833335
34116,5.376
34117,5.2943999
34119,5.40000015
34120,5.330666644444445
34134,5.784
34135,5.599999866666668
34137,5.327999999999999
34139,5.544
34141,5.275999974444445
34142,5.316571423809525
34145,5.66400015
34202,5.4960003
34203,5.532
34209,5.904
34210,5.4
34211,5.52
34212,5.58
34216,5.784
34219,5.487000012499999
34221,5.63999984
34223,5.754000025
34224,5.688
34228,5.544
34229,5.472
34231,5.8559999000000005
34232,5.664000499999999
34234,5.8079996
34235,5.664000499999999
34236,5.784
34237,5.7599998
34238,5.6400003
34240,5.513142985714285
34241,5.541333433333333
34251,5.468307757692307
34266,5.462808631914895
34269,5.424
34275,5.6459999
34285,5.808
34286,5.436
34288,5.2799997
34289,5.472
34291,5.448
34292,5.712000000000001
34293,5.6459999750000005
34420,5.352
34428,5.5392
34429,5.5680000000000005
34431,5.534400160000001
34432,5.445333466666666
34433,5.62800015
34436,5.37120002
34442,5.46300005
34446,5.448
34448,5.58960001
34449,5.59200007
34450,5.32
34452,5.388
34453,5.4
34461,5.544
34465,5.555999999999999
34471,5.376
34472,5.19599985
34473,5.364000000000001
34474,5.364
34475,5.30399985
34476,5.327999933333333
34479,5.327999999999999
34480,5.292
34481,5.396571471428572
34482,5.376000149999999
34488,5.190857200000001
34491,5.256
34601,5.3459999125
34602,5.339999916666667
34604,5.335999999999999
34606,5.472
34607,5.532
34608,5.4
34610,5.367999866666668
34613,5.39520012
34614,5.460000075
34637,5.3519998
34638,5.384000033333333
34639,5.3679999333333335
34652,5.784
34653,5.592000000000001
34654,5.376
34655,5.468571514285714
34667,5.4960003
34669,5.3519998
34677,5.376
34681,5.7599998
34683,5.4960003
34684,5.616000000000001
34688,5.508
34691,5.568
34695,5.568
34698,5.592000000000001
34705,5.3519998
34711,5.4840001375
34714,5.2799999500000006
34715,5.437714371428571
34731,5.327999999999999
34736,5.40000013846154
34737,5.424000299999999
34739,5.339999981578948
34741,5.303999999999999
34744,5.460000075
34746,5.307999916666667
34747,5.16
34748,5.364000075
34758,5.267999850000001
34759,5.31840004
34761,5.424000299999999
34762,5.376
34771,5.309333433333334
34772,5.330999949999999
34773,5.255999996153847
34785,5.4186667
34786,5.3279999
34787,5.306666677777778
34788,5.33760006
34797,5.448
34945,5.2091429
34947,5.4960003
34949,5.568
34950,5.303999999999999
34951,5.352000100000001
34956,5.210823535294117
34957,5.399999900000001
34972,5.295044716417908
34974,5.38400005925926
34982,5.472
34983,5.232
34984,5.16
34986,5.22
34987,5.166000050000001
34990,5.112
34997,5.220000075
35004,4.968
35005,4.944
35006,4.97280008
35007,5.088
35010,5.0796
35014,4.971428657142857
35016,4.908
35019,4.92
35022,4.960000066666667
35023,4.952000033333333
35031,4.909714285714286
35033,4.971428628571429
35034,5.026285714285714
35035,4.998
35040,4.95360004
35042,5.014399999999999
35043,4.928000066666667
35044,5.032
35045,5.0928
35046,5.0688
35049,4.888
35051,4.960000066666666
35053,4.962000000000001
35054,4.9440002
35055,4.906285714285715
35057,4.944000062500002
35058,4.917333355555556
35062,4.95360004
35063,4.9440002
35068,4.92
35070,4.848
35071,4.952000066666666
35072,5.031999999999999
35073,4.928000066666667
35077,4.901142857142858
35078,4.96200005
35079,4.9200000571428575
35080,4.920000099999999
35082,5.064
35083,4.896
35085,5.062
35089,5.058
35094,4.94880008
35096,5.00160004
35098,4.968
35111,4.986000000000001
35112,4.9440002
35114,5.04
35115,4.98400004
35116,4.9440002
35117,4.9320001
35118,4.960000133333334
35120,4.940000166666667
35121,4.920000033333333
35124,4.924
35125,4.96320008
35126,4.9542858
35127,4.992
35128,4.94880004
35130,4.932
35131,4.96320004
35133,4.96320008
35135,4.968
35136,5.062399999999999
35143,5.0
35146,4.947428571428572
35147,4.9320001
35150,5.04
35151,5.021647070588236
35160,4.965517296551725
35171,5.0760000000000005
35172,4.896
35173,4.960000099999999
35175,4.88640004
35176,4.968
35178,5.046
35179,4.932
35180,4.896
35183,5.034
35184,4.996800039999999
35186,5.006400000000001
35188,5.016
35204,5.016
35206,4.9800001
35209,4.992
35210,4.956
35211,4.9560001
35212,4.92
35213,4.92
35214,5.016
35215,4.968
35216,4.896
35217,5.004
35221,4.968
35223,4.92
35224,4.9440002
35226,4.968000099999999
35233,4.9440002
35234,4.992
35235,4.968
35242,4.9320001
35244,4.92
35401,5.04
35405,5.022
35406,5.052
35441,5.072
35442,5.066181818181818
35443,5.091789473684209
35444,4.992000018181818
35446,5.032
35447,5.037599999999999
35452,5.010000000000001
35453,5.029714285714285
35456,5.028
35457,5.04
35458,5.016
35459,5.067
35460,5.091428571428572
35461,5.053714285714285
35462,5.0618181818181816
35463,5.08
35464,5.088
35466,5.035636363636365
35469,5.064
35470,5.076521739130435
35473,5.016
35474,5.050285714285714
35475,5.030400020000001
35476,5.04
35477,5.07
35480,5.058
35481,5.046
35490,5.008
35501,4.9344000800000005
35503,4.964000066666666
35504,4.9488001
35540,4.928000133333333
35541,4.936
35542,5.008
35543,4.9440002
35544,4.97400005
35546,4.98694737894737
35548,4.971428657142857
35549,4.953000124999999
35550,4.938
35552,4.986
35553,4.95600005
35554,4.968000040000001
35555,5.000400000000002
35563,4.981714285714285
35564,4.940571514285715
35565,4.9382857809523815
35570,4.963500050000001
35571,4.99800005
35572,4.896000022222222
35574,5.021999999999999
35575,4.9440002
35576,5.037818181818181
35577,4.9440002
35578,4.946181927272727
35579,4.980000039999998
35580,4.9440000571428575
35581,4.944000099999999
35582,4.953000124999999
35585,4.960000066666667
35586,5.006400000000001
35587,4.9380001
35592,5.011999999999999
35593,4.963200040000001
35594,4.9600000444444445
35601,4.824
35603,4.86240004
35610,4.884
35611,4.8535384769230765
35613,4.89
35614,4.909714314285714
35616,4.8840000625
35618,4.89600005
35619,4.874181818181818
35620,4.872000039999999
35621,4.92480008
35622,4.88800005
35630,4.908
35633,4.921090927272728
35634,4.896
35640,4.874
35643,4.920000033333333
35645,4.878857142857143
35646,4.905600079999999
35647,4.896
35648,4.858285714285714
35649,4.992
35650,4.897411788235295
35651,4.9920001
35652,4.899428599999999
35653,4.948800066666667
35654,4.942153923076922
35661,4.984000000000001
35670,4.859999999999999
35671,4.92
35672,4.94100005
35673,4.884
35674,4.904470635294118
35677,4.8449999625
35739,4.872
35740,4.757999999999999
35741,4.776
35744,4.968
35745,4.734856971428571
35746,4.757999925
35747,4.853999925
35748,4.811999999999999
35749,4.88
35750,4.848
35751,4.811999999999999
35752,4.7177142000000005
35754,4.88
35755,4.799999850000001
35756,4.928000044444444
35757,4.856
35758,4.848
35759,4.872
35760,4.824
35761,4.770666633333333
35763,4.811999999999999
35764,4.7856
35765,4.8929999875
35766,4.739999775000001
35768,4.818461515384614
35769,4.717090854545455
35771,4.904
35772,4.742999906249999
35773,4.863272727272727
35774,4.757999999999999
35776,4.8024
35801,4.728
35802,4.752
35803,4.864
35805,4.848
35806,4.92
35808,4.872
35810,4.859999999999999
35811,4.7952
35901,4.9440001
35903,4.878
35904,4.872
35905,4.944
35906,4.884
35907,4.9560001
35950,4.93800015
35951,4.9584
35952,4.9178182
35953,4.92240008
35954,4.844999999999999
35956,4.892000033333333
35957,4.9104
35958,4.8053333333333335
35959,4.809000012499999
35960,4.893333333333334
35961,4.876800019999999
35962,4.916571485714286
35963,4.896
35966,4.8432
35967,4.8408
35968,4.803999999999999
35971,4.9056
35973,4.810285714285714
35974,4.9320001
35975,4.932000049999999
35976,4.859999999999999
35978,4.936
35980,4.9440002
35981,4.872
35983,4.88160008
35984,4.836
35986,4.872
35987,4.920000133333333
35988,4.896
35989,4.763999999999999
36003,5.136000000000001
36005,5.185714285714284
36006,5.052
36009,5.15760004
36010,5.22480001
36013,5.172000000000001
36016,5.178352964705882
36017,5.213999925
36020,5.112
36022,5.107200000000001
36024,5.101333333333334
36025,5.1240000000000006
36026,5.098285714285715
36027,5.201739186956521
36028,5.165333377777778
36029,5.172000000000001
36030,5.120000000000001
36031,5.16
36032,5.168
36033,5.135999999999999
36034,5.136
36035,5.200000066666667
36036,5.163428571428571
36037,5.154857142857141
36039,5.200000133333334
36040,5.139
36041,5.1552
36042,5.154
36043,5.170000066666668
36046,5.159999999999999
36047,5.166
36048,5.202
36049,5.167384646153845
36051,5.064
36052,5.178
36053,5.18300005
36054,5.04
36064,5.163428571428571
36067,5.090285714285714
36069,5.152
36071,5.144
36075,5.125333333333334
36078,5.1195
36079,5.192470599999999
36080,5.0760000000000005
36081,5.179200004999998
36083,5.122285714285716
36089,5.165333348148147
36091,5.08
36092,5.1168000000000005
36093,5.129142857142858
36104,5.16
36105,5.166
36108,5.1216
36109,5.112
36110,5.16
36111,5.184
36116,5.184
36117,5.140000000000001
36201,4.98
36203,4.872
36206,4.9440002
36207,4.86
36250,4.908
36251,5.009142857142857
36255,5.030399999999999
36256,5.0664
36258,4.968000022222222
36260,4.936000133333333
36262,4.9320001
36264,4.928842157894738
36265,4.914000025000001
36266,4.9830000000000005
36268,4.9152000000000005
36269,4.952000133333333
36271,4.94400005
36272,4.891000016666666
36273,5.01
36274,5.046857142857141
36276,5.024727272727272
36278,5.002285742857142
36279,4.896
36280,5.022545490909091
36301,5.3333332
36303,5.30879984
36305,5.352
36310,5.222769276923076
36311,5.180000000000001
36312,5.324999925
36314,5.248000166666667
36316,5.295999999999999
36317,5.208000133333333
36318,5.32799992
36319,5.248800009999999
36320,5.347999999999999
36322,5.272000133333333
36323,5.185500025
36330,5.3239999666666655
36340,5.22900025
36343,5.342999924999999
36344,5.303999990000001
36345,5.307692299999999
36346,5.20320008
36350,5.3039999
36351,5.187428528571429
36352,5.30799995
36353,5.31840016
36360,5.21400014
36362,5.2440002
36370,5.255999999999999
36371,5.256
36373,5.271999999999999
36374,5.198400080000001
36375,5.321142757142857
36376,5.376
36401,5.1112258064516105
36420,5.120842105263156
36421,5.164000033333333
36425,5.109818181818183
36426,5.093853658536582
36432,5.104
36435,5.1264
36436,5.088
36441,5.107200000000001
36442,5.137846153846153
36444,5.08
36445,5.169600000000001
36451,5.113499999999999
36453,5.2170000125
36456,5.13046153846154
36460,5.116800000000001
36467,5.173333344444444
36470,5.112
36471,5.118
36474,5.139692307692308
36475,5.129142857142858
36477,5.228799966666666
36480,5.120470588235293
36481,5.1160000000000005
36482,5.117538461538463
36483,5.046
36502,5.148521773913043
36507,5.064
36512,5.04
36513,5.112
36518,5.08
36521,5.021999999999999
36522,5.0445
36523,5.128000133333334
36524,5.107200000000001
36525,5.064
36526,5.216
36527,5.088
36528,5.232
36529,5.040000000000001
36530,5.135999969999999
36532,5.2319999
36535,5.1960001
36538,5.101714285714286
36539,5.064
36540,5.112
36541,5.1456
36542,5.16960014
36544,5.04
36545,5.127199999999998
36548,5.136
36549,5.1240000000000006
36550,5.1072
36551,5.130000000000001
36553,5.064
36558,5.073818181818179
36560,5.057142857142857
36561,5.136
36562,5.088
36567,5.042666666666667
36569,5.1024
36571,5.1240000000000006
36575,5.088
36576,5.16
36578,5.04
36579,5.083636363636365
36580,5.220000199999999
36581,5.148000000000001
36582,5.151
36583,5.045999999999999
36584,5.052
36585,5.064
36587,5.04
36603,5.184
36605,5.016
36607,5.136
36608,5.079999999999999
36610,5.184
36611,5.256
36613,5.0280000000000005
36618,5.064
36619,4.992
36695,5.064
36701,5.110999999999998
36703,5.164000000000001
36720,5.1600001
36722,5.112
36726,5.1056
36727,5.1024
36728,5.0928
36732,5.0952
36736,5.1456
36738,5.139428571428572
36740,5.1160000000000005
36742,5.12
36744,5.113714285714287
36748,5.077714285714285
36749,5.084
36750,5.039999999999999
36751,5.091
36752,5.156
36753,5.088
36754,5.106
36756,5.060999999999998
36758,5.058
36759,5.130947368421051
36761,5.126399999999999
36763,5.088
36765,5.138999999999999
36766,5.1
36767,5.149333333333334
36768,5.1165
36769,5.133333333333335
36773,5.1240000000000006
36775,5.122285714285715
36776,5.090181818181819
36782,5.115428571428572
36783,5.085333333333334
36784,5.1084
36785,5.122909127272728
36786,5.145
36790,5.016
36792,5.064
36793,5.022
36801,5.121600000000001
36804,5.127999999999999
36830,5.1154285714285725
36832,5.125714285714286
36850,5.1072
36852,5.1160000000000005
36853,5.123999999999999
36854,5.1000000000000005
36855,5.076
36858,5.1408000000000005
36860,5.150117647058822
36861,5.108
36862,5.105999999999999
36863,5.0976
36866,5.111999999999999
36867,5.207999999999999
36869,5.125714285714286
36871,5.1774545454545455
36874,5.1216
36875,5.120727272727273
36877,5.148
36879,5.132571428571429
36901,5.064
36904,5.09936842105263
36907,5.064
36908,5.089714285714286
36910,5.088
36912,5.074285714285714
36913,5.112
36915,5.064
36916,5.104
36919,5.09723076923077
36921,5.107200000000001
36922,5.080000000000001
36925,5.064
37010,4.659999850000001
37012,4.602
37013,4.62719994
37014,4.727999700000001
37015,4.657714157142857
37016,4.6080003
37018,4.744
37019,4.776
37020,4.720799910000001
37022,4.61200015
37023,4.704
37025,4.73199985
37026,4.7417142
37027,4.728
37028,4.56
37029,4.71599985
37030,4.528
37031,4.624000099999999
37032,4.660799760000001
37033,4.746947305263157
37034,4.703999871428572
37035,4.68
37036,4.698
37037,4.6719999
37040,4.652571342857143
37042,4.655999957142856
37043,4.6693333333333324
37046,4.7183997600000005
37047,4.805999999999999
37048,4.624000099999999
37049,4.632
37050,4.727999700000001
37051,4.714285585714286
37052,4.692
37055,4.723764529411763
37057,4.619999999999999
37058,4.709714214285713
37059,4.68
37060,4.703999700000001
37061,4.71599985
37062,4.735999800000001
37064,4.731692215384617
37066,4.6290000375
37067,4.727999700000001
37069,4.692
37072,4.620000049999999
37073,4.661999775
37074,4.6160001
37075,4.608
37076,4.53600015
37078,4.727999850000001
37079,4.644
37080,4.655999850000001
37082,4.703999914285715
37083,4.6120001
37085,4.6080002
37086,4.536
37087,4.600000099999999
37090,4.585846338461539
37091,4.7499999
37095,4.596
37096,4.779839987999997
37097,4.773818154545453
37098,4.723999750000001
37101,4.714105168421051
37110,4.664571375
37115,4.655999700000001
37118,4.584
37122,4.625454490909092
37127,4.632
37128,4.685999925
37129,4.64399997
37130,4.60800015
37134,4.416
37135,4.655999850000001
37137,4.71839982
37138,4.68
37142,4.703999940000001
37143,4.655999700000001
37144,4.7588571
37145,4.632
37148,4.645999875
37149,4.627999850000001
37150,4.60800018
37151,4.536
37153,4.68399995
37160,4.726908940909089
37166,4.693894610526317
37167,4.627199880000001
37171,4.67999985
37172,4.655999871428571
37174,4.686
37175,4.7485713857142855
37178,4.735999800000001
37179,4.752
37180,4.72
37181,4.7087999400000005
37183,4.721999925
37184,4.60285725
37185,4.746857014285714
37186,4.6240001
37187,4.6959999
37188,4.6479998
37189,4.620000149999999
37190,4.6739999
37191,4.692
37201,4.56
37204,4.655999700000001
37205,4.655999700000001
37207,4.620000149999999
37208,4.6080003
37209,4.64399985
37211,4.632
37214,4.5600000000000005
37215,4.655999700000001
37217,4.5360003
37218,4.626000075
37221,4.69199985
37301,4.71599985
37302,4.823999999999999
37303,4.7519999
37305,4.64400015
37306,4.741090799999999
37307,4.752
37308,4.776
37309,4.776
37310,4.76639994
37311,4.7819999625
37312,4.752
37313,4.692
37317,4.72319982
37321,4.702153730769232
37322,4.719999925000001
37323,4.79076923076923
37324,4.738285585714286
37325,4.715999775
37327,4.661142792857143
37328,4.776
37329,4.700571342857144
37330,4.776
37331,4.656
37332,4.70399995
37333,4.655999700000001
37334,4.758399900000001
37335,4.8
37336,4.763999999999999
37337,4.655999700000001
37338,4.703999828571428
37339,4.685999925
37340,4.727999700000001
37341,4.715999999999999
37342,4.709999850000001
37343,4.727999700000001
37345,4.728000000000001
37347,4.69999995
37348,4.759999999999999
37352,4.745999925
37353,4.776
37354,4.7485713
37355,4.778181790909091
37356,4.68
37357,4.70599995
37359,4.727999850000001
37360,4.751999850000001
37361,4.776
37362,4.7199998
37363,4.8048
37365,4.6719998
37366,4.6272
37367,4.631040024
37369,4.68
37370,4.7599998
37373,4.6879999
37374,4.707999900000001
37375,4.697999925
37376,4.699999900000001
37377,4.762285628571428
37379,4.744799909999999
37380,4.725333366666667
37381,4.669999875
37385,4.6559999590909085
37387,4.688
37388,4.7904
37391,4.704
37396,4.848
37397,4.677333233333334
37398,4.7010000000000005
37405,4.800000000000001
37406,4.8
37411,4.824
37412,4.752
37415,4.8
37416,4.848
37419,4.752
37421,4.751999925
37601,4.54799985
37615,4.692
37616,4.6879999
37617,4.7039999
37618,4.565333366666668
37620,4.571999999999999
37640,4.562181818181818
37641,4.614857057142856
37642,4.636800119999999
37643,4.517538484615384
37650,4.4639999625
37656,4.752
37657,4.523999849999999
37658,4.46879994
37659,4.562181763636364
37660,4.6619999625
37663,4.655999700000001
37664,4.6559999
37665,4.655999700000001
37680,4.4639997
37681,4.734857142857143
37683,4.481142792857142
37686,4.66559994
37687,4.52160006
37688,4.564
37690,4.552
37692,4.472000050000001
37694,4.576000099999999
37705,4.703999850000001
37708,4.664
37709,4.667999999999999
37710,4.587000075
37711,4.72199985
37713,4.72
37714,4.56000012
37715,4.44
37716,4.641599910000001
37721,4.711999800000001
37722,4.5312
37723,4.59600015
37724,4.488
37725,4.695999949999999
37726,4.560000054545454
37727,4.57440006
37729,4.5280001
37731,4.58400015
37737,4.768
37738,4.46228565
37742,4.784
37743,4.619478234782608
37745,4.697454518181818
37748,4.660799820000001
37752,4.512
37753,4.5
37754,4.736
37755,4.512
37756,4.538666733333333
37757,4.6080003
37760,4.787999999999999
37762,4.464
37763,4.7239999500000005
37764,4.7919999
37765,4.6080003
37766,4.54049998125
37769,4.7039999
37770,4.503000075
37771,4.752
37772,4.759999966666666
37774,4.7519998800000005
37777,4.776
37779,4.667999999999999
37801,4.7087999400000005
37803,4.65360003
37804,4.6240001
37806,4.727999700000001
37807,4.6919998875
37809,4.696
37810,4.704
37811,4.661999850000001
37813,4.74
37814,4.752
37818,4.733999925
37819,4.4559998
37820,4.763999925
37821,4.691076923076922
37825,4.69679994
37826,4.728
37829,4.6080000000000005
37830,4.684
37840,4.563428700000001
37841,4.508307692307692
37843,4.715999925
37846,4.72
37847,4.5240000375
37848,4.68
37849,4.73199995
37852,4.524000075
37853,4.71599985
37854,4.657714242857144
37857,4.68599985
37860,4.703999850000001
37861,4.6529998500000005
37862,4.5930000375
37863,4.5600001500000005
37865,4.703999925000001
37866,4.67599985
37869,4.613333366666667
37870,4.549333466666666
37871,4.76399985
37872,4.5440002
37873,4.649999775
37874,4.7622857142857145
37876,4.623272727272727
37878,4.6
37879,4.596000075
37880,4.690285628571429
37881,4.6464
37882,4.592571428571429
37885,4.646769184615385
37886,4.601142942857144
37887,4.551272809090909
37888,4.67040006
37890,4.692
37891,4.824
37892,4.4909998875
37909,4.776
37912,4.752
37914,4.752
37917,4.776
37918,4.752
37920,4.751999939999999
37921,4.752
37922,4.7439999
37923,4.727999700000001
37924,4.77599994
37931,4.776
37932,4.727999700000001
37934,4.752
37938,4.6959998
38001,4.90200005
38002,4.914461584615385
38004,4.936000133333333
38006,4.90500005
38008,4.900363636363637
38011,4.97280004
38012,4.901714323809524
38015,4.968
38016,4.88
38017,4.928000066666666
38018,4.872
38019,4.953230769230769
38023,4.924000033333333
38024,4.872000030769231
38028,4.932000033333334
38030,4.936000066666667
38034,4.909714342857143
38037,4.953600079999999
38039,4.928000100000001
38040,4.910400059999999
38041,4.934400059999999
38042,4.912
38044,4.866
38046,4.92
38049,4.914666711111111
38050,4.968
38052,4.911272727272728
38053,4.90920002
38057,4.9253334
38058,4.9440002
38059,4.863272727272727
38060,4.908
38061,4.896
38063,4.912000072222223
38066,4.932000025
38067,4.91040004
38068,4.91873687368421
38069,4.948000083333333
38075,4.896000015384615
38076,4.908
38079,4.857999975
38080,4.880470647058822
38106,4.878
38107,4.992
38109,4.941
38111,4.9320001
38114,5.088
38117,4.9440002
38118,4.89600005
38119,4.9800001
38120,4.92
38125,4.984000000000001
38127,4.98
38128,4.908
38133,4.896
38134,4.92
38138,4.896
38139,4.920000099999999
38141,4.9440002
38201,4.797818181818181
38220,4.824
38221,4.737
38222,4.692923007692308
38224,4.769142814285715
38225,4.74959988
38226,4.7199998
38229,4.763999999999999
38230,4.790999962499999
38231,4.776
38232,4.872
38233,4.817454545454544
38235,4.776
38236,4.782
38237,4.8
38240,4.86
38241,4.752
38242,4.76290909090909
38251,4.738285628571428
38253,4.8
38255,4.8
38256,4.7039999
38257,4.7976
38258,4.811999999999999
38259,4.872
38260,4.832
38261,4.849499999999999
38301,4.853538461538461
38305,4.844571428571428
38310,4.893818181818182
38311,4.868571428571428
38313,4.84
38315,4.856999999999999
38316,4.8096
38317,4.776
38318,4.763999999999999
38320,4.758
38321,4.832
38326,4.792
38328,4.836
38329,4.827
38330,4.839
38332,4.8384
38334,4.848
38337,4.878
38339,4.896
38340,4.862399999999999
38341,4.789999999999999
38342,4.788
38343,4.856571428571428
38344,4.788799999999998
38348,4.815999999999999
38351,4.823999999999999
38352,4.836
38355,4.859999999999999
38356,4.854857142857142
38357,4.872
38358,4.824
38361,4.9440002
38362,4.824
38363,4.770666666666667
38366,4.848
38367,4.924800039999999
38368,4.853999999999999
38369,4.824
38370,4.884
38371,4.848
38372,4.869913052173913
38374,4.872
38375,4.896000022222222
38376,4.848
38379,4.896
38381,4.8576
38382,4.84
38387,4.766399999999999
38388,4.806
38390,4.83
38391,4.86
38392,4.872
38401,4.718999874999999
38425,4.8192
38449,4.854
38450,4.833599999999999
38451,4.7952
38452,4.872
38453,4.776
38454,4.727999909999999
38456,4.820571428571427
38457,4.855999999999999
38459,4.788
38460,4.816
38461,4.751999949999999
38462,4.7653333
38463,4.859999999999999
38464,4.830857142857143
38468,4.845333333333333
38469,4.872
38471,4.866
38472,4.813714285714285
38473,4.824
38474,4.769999962499999
38475,4.808999999999999
38476,4.73279988
38477,4.789090909090908
38478,4.790181818181816
38481,4.859999999999999
38482,4.744
38483,4.812
38485,4.798799999999998
38486,4.806
38487,4.752
38488,4.818
38501,4.61600015
38504,4.54800015
38506,4.614400139999999
38541,4.638000075
38543,4.584000225
38544,4.645090772727273
38545,4.616
38547,4.571999999999999
38548,4.56
38549,4.578000075
38551,4.512000171428571
38552,4.56
38553,4.617600059999999
38554,4.584
38555,4.6319998875
38556,4.542461653846154
38559,4.6080003
38560,4.536
38562,4.56857145
38563,4.571999999999999
38564,4.584
38567,4.56
38568,4.579199999999999
38569,4.584
38570,4.5600001
38571,4.61250009375
38572,4.634666633333333
38573,4.5720001125
38574,4.597500093750001
38575,4.5520001
38577,4.4719998
38579,4.616000199999999
38580,4.56
38581,4.6559999625
38582,4.607999925
38583,4.631314328571428
38585,4.63040002
38587,4.704
38588,4.570666699999999
38589,4.6080003
38601,4.962666688888889
38603,4.9215000125
38606,5.009142857142858
38610,4.951200119999999
38611,4.95300005
38614,5.1157894736842096
38617,5.1168
38618,4.966
38619,4.968000033333332
38620,4.992
38621,4.992
38622,4.992
38625,4.958400039999999
38626,5.078769230769231
38627,4.986
38629,4.9536
38632,4.962461615384616
38633,4.937142971428571
38635,4.950000042857144
38637,4.992
38639,5.16
38641,4.980000066666666
38642,4.972000066666666
38643,5.055
38645,5.112
38646,5.061
38647,4.94880004
38650,4.983000024999999
38651,4.968
38652,4.980000019999999
38654,4.948000100000001
38655,4.98620691724138
38658,4.974
38659,4.957333355555555
38661,4.9560001
38663,4.957333411111112
38664,4.974000016666666
38665,4.992
38666,4.964307669230768
38668,4.985454545454545
38670,5.043428571428572
38671,5.008
38672,4.968
38673,5.04
38674,4.944000066666667
38676,5.045647058823531
38680,4.93200015
38683,4.92000004
38685,4.954666688888889
38701,5.196000133333333
38702,5.16
38703,5.157600069999999
38720,5.122285714285715
38721,5.1709091
38722,5.207999999999999
38725,5.178000099999999
38726,5.208
38730,5.184000080000001
38731,5.207999999999999
38732,5.166857142857142
38736,5.12
38737,5.136000000000001
38740,5.148
38744,5.184000057142858
38745,5.192000133333334
38746,5.148
38748,5.179000054166666
38751,5.155200053333334
38753,5.151272727272728
38754,5.166857142857142
38756,5.21280012
38759,5.136
38761,5.112
38762,5.146666666666666
38765,5.207999999999999
38768,5.088
38769,5.190857314285714
38771,5.16
38773,5.162181854545454
38774,5.125333333333334
38778,5.152
38801,5.0125714285714285
38804,4.9992
38821,5.021999999999999
38824,4.978666688888889
38826,4.968
38827,4.968000133333333
38828,4.992000066666666
38829,4.9356000400000015
38833,4.90080004
38834,4.912421094736842
38838,4.9560001
38841,5.0
38843,4.976000016666667
38846,4.928000133333334
38847,4.980000033333334
38848,5.007
38849,4.988
38850,5.034
38851,5.021454545454547
38852,4.903384661538461
38855,4.976000066666667
38856,4.92600005
38857,4.992
